Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18
aquario-neo-soil-plant-copy,,,,,,,,,8 L,0,shopify,3,deny,manual,73.99,,
aquario-neo-soil-plant-copy,,,,,,,,,,,,,,,,,
aquario-neo-soil-plant-copy,,,,,,,,,,,,,,,,,
zoo-med-aquatic-shrimp-crab-lobster-food-2-5-oz,"Zoo Med Aquatic Shrimp, Crab & Lobster Food - 2.5 oz",,AquaZen,,,,TRUE,Title,Default Title,0,shopify,8,deny,manual,5.99,,2.46
ruby-tetra-axelrodia-riesei,Ruby Tetra (Axelrodia riesei),,AquaZen,,Poisson,"Eau Douce, nafw, Tetra",TRUE,Title,Default Title,0,shopify,50,deny,manual,4.99,,
discus-assorti-symphysodon-aequifasciata,Discus Assorti (Symphysodon aequifasciata),,AquaZen,,Poisson,"Cichlid, Eau Douce, nafw",TRUE,Title,Default Title,0,shopify,10,deny,manual,59.99,,35
black-ram-mikrogeophagus-ramirezi,Black Ram (Mikrogeophagus ramirezi),,AquaZen,,Poisson,"Cichlid, Eau Douce, nafw",TRUE,Title,Default Title,0,shopify,45,deny,manual,38.99,,17.99
tropica-echinodorus-reni,Tropica Echinodorus 'Reni',,Tropica,,,nafw,TRUE,Title,Default Title,0,shopify,4,deny,manual,16.99,,8.77
tropica-echinodorus-reni,,,,,,,,,,,,,,,,,
tropica-cardamine-lyrata,Tropica Cardamine Lyrata,,Tropica,,Plante,nafw,TRUE,Title,Default Title,0,shopify,5,deny,manual,12.99,,5.1
tropica-cardamine-lyrata,,,,,,,,,,,,,,,,,
rosy-loach-tuberoschistura-arakanensis,Rosy Loach (Tuberoschistura arakanensis),,AquaZen,,Poisson,"Eau Douce, Loach, nafw",TRUE,Title,Default Title,0,shopify,50,deny,manual,5.99,,2.38
bumble-bee-platy-xiphophorus-maculatus,Bumble Bee Platy (Xiphophorus maculatus),,AquaZen,,Poisson,"Eau Douce, nafw, Platy",TRUE,Title,Default Title,0,shopify,25,deny,manual,6.99,,3.24
tropica-bucephalandra-kedagang,Tropica Bucephalandra 'Kedagang',,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,1,deny,manual,16.99,,8.77
tropica-bucephalandra-kedagang,,,,,,,,,,,,,,,,,
tropica-bucephalandra-kedagang,,,,,,,,,,,,,,,,,
tropica-anubias-barteri-var-caladiifolia,Tropica Anubias barteri var. caladiifolia,,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,2,deny,manual,16.99,,8.77
tropica-anubias-barteri-var-caladiifolia,,,,,,,,,,,,,,,,,
tropica-anubias-barteri-var-caladiifolia,,,,,,,,,,,,,,,,,
tropica-anubias-barteri-var-glabra-1,Tropica Anubias barteri var. glabra,,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,4,deny,manual,16.99,,8.77
tropica-anubias-barteri-var-glabra-1,,,,,,,,,,,,,,,,,
tropica-anubias-barteri-var-glabra-1,,,,,,,,,,,,,,,,,
tropica-anubias-barteri-var-barteri,Tropica Anubias barteri var. barteri,,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,1,deny,manual,16.99,,8.77
tropica-anubias-barteri-var-barteri,,,,,,,,,,,,,,,,,
tropica-anubias-barteri-var-barteri,,,,,,,,,,,,,,,,,
staurogyne-repens-1,Tropica Staurogyne repens,,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,2,deny,manual,16.99,,8.77
staurogyne-repens-1,,,,,,,,,,,,,,,,,
staurogyne-repens-1,,,,,,,,,,,,,,,,,
microsorum-pteropus-trident-1,Tropica Microsorum pteropus 'Trident',,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,2,deny,manual,16.99,,8.77
microsorum-pteropus-trident-1,,,,,,,,,,,,,,,,,
microsorum-pteropus-trident-1,,,,,,,,,,,,,,,,,
ludwigia-repens-rubin,Tropica Ludwigia repens 'Rubin',,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,2,deny,manual,12.99,,6.85
ludwigia-repens-rubin,,,,,,,,,,,,,,,,,
ludwigia-repens-rubin,,,,,,,,,,,,,,,,,
tropica-ludwigia-palustris-super-red,Tropica Ludwigia palustris 'Super Red',,Tropica,,Plante,,TRUE,Title,Default Title,0,shopify,1,deny,manual,12.99,,5.85
tropica-ludwigia-palustris-super-red,,,,,,,,,,,,,,,,,
tropica-ludwigia-palustris-super-red,,,,,,,,,,,,,,,,,
snowball-shrimp-neocaridina-sp,Snowball Shrimp (Neocaridina sp.),,AquaZen,,Invertébrés,"Crevette, Eau Douce",TRUE,Title,Default Title,0,shopify,22,deny,manual,5.99,,3.16
threadfin-rainbowfish-iriatherina-werneri,Threadfin Rainbowfish (Iriatherina werneri),,AquaZen,,Poisson,"Eau Douce, Rainbowfish",TRUE,Size,Unité,0,shopify,10,deny,manual,6.99,,3.16
threadfin-rainbowfish-iriatherina-werneri,,,,,,,,,5,0,shopify,2,deny,manual,30,,3.16
rasbora-espei-rasbora-espei,Rasbora Espei (Rasbora espei),,AquaZen,,Poisson,"Eau Douce, nafw, Rasbora",TRUE,Size,Unité,0,shopify,34,deny,manual,4.99,,1.8
rasbora-espei-rasbora-espei,,,,,,,,,10,0,shopify,3,deny,manual,40,,1.8
uns-filtreur-delta-120,UNS Filtreur Delta 120,,UNS,,Filtration,"Eau Douce, Eau Salée, NP",TRUE,Title,Default Title,0,shopify,1,deny,manual,349.99,,185
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-120,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,UNS Filtreur Delta 90,,UNS,,Filtration,"Eau Douce, Eau Salée, NP",TRUE,Title,Default Title,0,shopify,1,deny,manual,279.99,,160
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-filtreur-delta-90,,,,,,,,,,,,,,,,,
uns-co2-cylindre-2-5-lbs,UNS CO2 Cylindre 2.5 lbs,,UNS,,CO2,"Eau Douce, NP",TRUE,Title,Default Title,0,shopify,3,deny,manual,139.99,,85
uns-pro-dual-stage-co2-regulator,UNS Pro Dual Stage CO2 Regulator,,UNS,,CO2,"Eau Douce, NP",TRUE,Title,Default Title,0,shopify,0,deny,manual,319.99,,210
uns-pro-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-pro-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-pro-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-pro-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-pro-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-mini-dual-stage-co2-regulator,UNS Mini Dual Stage CO2 Regulator,,UNS,,CO2,"Eau Douce, NP",TRUE,Title,Default Title,0,shopify,1,deny,manual,239.99,,165
uns-mini-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-mini-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-mini-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-mini-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-mini-dual-stage-co2-regulator,,,,,,,,,,,,,,,,,
uns-controsand-santa-fe,UNS Controsand Santa Fe,,UNS,,Substrats,"Eau Douce, NP",TRUE,Size,8L,0,shopify,1,deny,manual,42.99,,25
uns-controsand-santa-fe,,,,,,,,,,,,,,,,,
uns-controsand-bora,UNS Controsand Bora,,UNS,,Substrats,"Eau Douce, NP",TRUE,Size,3L,0,shopify,1,deny,manual,22.99,,12.5
uns-controsand-bora,,,,,,,,,,,,,,,,,
uns-controsand-mojave,UNS Controsand Mojave,,UNS,,Substrats,"Eau Douce, NP",TRUE,Size,3L,0,shopify,4,deny,manual,22.99,,12.5
uns-controsand-mojave,,,,,,,,,,,,,,,,,
uns-controsand-tahoe,UNS Controsand Tahoe,,UNS,,Substrats,"Eau Douce, NP",TRUE,Size,8L,0,shopify,4,deny,manual,42.99,,25
uns-controsand-tahoe,,,,,,,,,,,,,,,,,
uns-controsand-kona,UNS Controsand Kona,,UNS,,Substrats,"Eau Douce, NP",TRUE,Size,3L,0,shopify,8,deny,manual,22.99,,12.5
uns-controsand-kona,,,,,,,,,8L,0,shopify,2,deny,manual,42.99,,25
uns-controsand-montery,UNS Controsand Montery,,UNS,,Substrats,"Eau Douce, NP",TRUE,Size,3L,0,shopify,8,deny,manual,22.99,,25
uns-controsand-montery,,,,,,,,,8L,0,shopify,4,deny,manual,42.99,,25
redfin-fairy-wrasse-cirrhilabrus-rubripinnis,Redfin Fairy Wrasse (Cirrhilabrus rubripinnis),,AquaZen,,Poisson,"Eau Salée, Wrasse",TRUE,Title,Default Title,0,shopify,1,deny,manual,90,,48
kupang-damselfish-chrysiptera-hemicyanea,Kupang Damselfish (Chrysiptera hemicyanea),,AquaZen,,Poisson,"Damselfish, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,20,,10.1
black-photon-clownfish-amphiprion-ocellaris,Black Photon Clownfish (Amphiprion ocellaris),,AquaZen,,Poisson,"Clownfish, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,45,,23.2
banggai-cardinal-pterapogon-kauderni,Banggai Cardinal (Pterapogon kauderni),,AquaZen,,Poisson,"Cardinal, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,45,,23.27
butterflyfish-falcula-chaetodon-falcula,Butterflyfish Falcula (Chaetodon falcula),,AquaZen,,Poisson,"Butterflyfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,95,,45.5
yellow-flanked-fairy-wrasse-cirrhilabrus-ryukyuensis,Yellow Flanked Fairy Wrasse (Cirrhilabrus ryukyuensis),,AquaZen,,Poisson,"Eau Salée, Wrasse",TRUE,Title,Default Title,0,shopify,1,deny,manual,100,,47.66
betta-plakat-mustard-gas,Betta Plakat Mustard Gas,,AquaZen,,Poisson,"Eau Douce, Gourami",TRUE,Title,Default Title,0,shopify,1,deny,manual,29.99,,12.92
betta-plakat-dragon-yellow,Betta Plakat Dragon Yellow,,AquaZen,,Poisson,"Eau Douce, Gourami",TRUE,Title,Default Title,0,shopify,3,deny,manual,29.99,,12.12
betta-plakat-samurai-red,Betta Plakat Samurai Red,,AquaZen,,Poisson,"Eau Douce, Gourami",TRUE,Title,Default Title,0,shopify,3,deny,manual,49.99,,27.55
betta-plakat-samurai-black,Betta Plakat Samurai Black,,AquaZen,,Poisson,"Eau Douce, Gourami",FALSE,Title,Default Title,0,shopify,0,deny,manual,49.99,,27.55
caribsea-super-naturals-midnight-river,CaribSea Super Naturals Midnight River,,CaribSea,,Substrats,Eau Douce,TRUE,Size,5 lbs,0,shopify,5,deny,manual,13.99,,7.05
caribsea-super-naturals-midnight-river,,,,,,,,,20 lbs,0,shopify,2,deny,manual,44.99,,7.05
dual-all-in-one-uns-rimless-ultra-clear-glass-aquarium-90la,Dual All-In-One UNS Rimless Ultra Clear Glass Aquarium 90LA,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,0,deny,manual,489.99,,310
dual-all-in-one-uns-rimless-ultra-clear-glass-aquarium-90la,,,,,,,,,,,,,,,,,
dual-all-in-one-uns-rimless-ultra-clear-glass-aquarium-90la,,,,,,,,,,,,,,,,,
dual-all-in-one-uns-rimless-ultra-clear-glass-aquarium-90la,,,,,,,,,,,,,,,,,
dual-all-in-one-uns-rimless-ultra-clear-glass-aquarium-90la,,,,,,,,,,,,,,,,,
pintail-wrasse,Pintail Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,110,,52.2
black-ice-clownfish,Black Ice Clownfish,,AquaZen,,Poisson,"Clownfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,60,,30.58
wyoming-white-clownfish,Wyoming White Clownfish,,AquaZen,,Poisson,"Clownfish, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,60,,31.39
tropica-1-2-grow-pogostemon-deccanensis,Tropica 1-2-Grow Pogostemon deccanensis,,Tropica,,Plante,TC,FALSE,Title,Default Title,0,shopify,0,deny,manual,13.99,,7.24
tropica-1-2-grow-cryptocoryne-wendtii-green,Tropica 1-2-Grow Cryptocoryne wendtii 'Green',,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,3,deny,manual,13.99,,7.24
tropica-1-2-grow-cryptocoryne-wendtii-green,,,,,,,,,,,,,,,,,
tropica-1-2-grow-cryptocoryne-wendtii-green,,,,,,,,,,,,,,,,,
tropica-1-2-grow-cryptocoryne-wendtii-green,,,,,,,,,,,,,,,,,
tropica-1-2-grow-juncus-repens,Tropica 1-2-Grow Juncus Repens,,Tropica,,Plante,TC,TRUE,Title,Default Title,0,shopify,7,deny,manual,13.99,,7.24
tropica-1-2-grow-juncus-repens,,,,,,,,,,,,,,,,,
aquario-neo-solution-fertilisant-liquide-ligne-complete-300ml,Aquario Neo Solution Fertilisant Liquide Ligne Complète 300ml,,Aquario,,Additifs,Eau Douce,TRUE,Title,Default Title,0,shopify,9,deny,manual,59.99,,
seapora-aquarium-40-gallons-breeder,Seapora Aquarium 40 gallons Breeder,,Seapora,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,239.99,,156.38
ista-glass-indicator,ISTA Glass Indicator,,ISTA,,CO2,Eau Douce,TRUE,Title,Default Title,0,shopify,3,deny,manual,12.99,,6.01
koi-angelfish-pterophyllum-scalare,Koi Angelfish (Pterophyllum scalare),,AquaZen,,Poisson,"Angelfish, Eau Douce",TRUE,Title,Default Title,0,shopify,3,deny,manual,10.99,,4.29
reservoir-de-co2-10lbs,Réservoir de CO2 5lbs,,AquaZen,,CO2,Eau Douce,TRUE,Title,Default Title,0,shopify,1,deny,manual,150,,91
anubia-afzelli,Anubia Afzelli,,AquaZen,,Plante,,TRUE,Title,Default Title,0,shopify,0,deny,manual,12.99,,5.82
mccoskers-wrasse,McCosker's Wrasse,,AquaZen,,Poisson,"Eau Salée, Wrasse",FALSE,Title,Default Title,0,shopify,0,deny,manual,42,,20
white-pincushion-urchin,White Pincushion Urchin,,AquaZen,,Invertébrés,"Eau Salée, Oursin",TRUE,Title,Default Title,0,shopify,0,deny,manual,35,,15.95
rock-beauty-angelfish,Rock Beauty Angelfish,,AquaZen,,Poisson,"Angelfish, Eau Salée",FALSE,Title,Default Title,0,shopify,0,deny,manual,160,,80
rossmont-waver-pump-controller,Rossmont Waver Pump Controller,,AquaZen,,Pompe,,TRUE,Title,Default Title,0,shopify,1,deny,manual,199.99,,
hydor-koralia-smart-wave-pump-controller,Hydor Koralia Smart Wave Pump Controller,,AquaZen,,Pompe,,TRUE,Title,Default Title,0,shopify,1,deny,manual,75,,
green-jade-shrimp-neocaridina-sp,Green Jade Shrimp (Neocaridina sp.),,AquaZen,,Invertébrés,Crevette,FALSE,Title,Default Title,0,shopify,0,deny,manual,5.99,,
betta-plakat-hellboy,Betta Plakat Hellboy,,AquaZen,,Poisson,"Eau Douce, Gourami",FALSE,Title,Default Title,0,shopify,0,deny,manual,29.99,,
betta-plakat-female-betta-splendens,Betta Plakat Female (Betta splendens),,AquaZen,,Poisson,"Eau Douce, Gourami",TRUE,Title,Default Title,0,shopify,1,deny,manual,22.99,,11.49
aquario-neo-mixer,Aquario Neo Mixer,,Aquario,,Filtration,Eau Douce,TRUE,Size,M 13mm,0,shopify,5,deny,manual,38.99,,19
aquario-neo-mixer,,,,,,,,,L 17mm,0,shopify,5,deny,manual,38.99,,19
aquario-neo-mixer,,,,,,,,,,,,,,,,,
aquario-neo-mixer,,,,,,,,,,,,,,,,,
aquario-neo-mixer,,,,,,,,,,,,,,,,,
aquario-neo-mixer,,,,,,,,,,,,,,,,,
aquario-neo-mixer,,,,,,,,,,,,,,,,,
uns-aquarium-5s-shallow-rimless-ultra-clear-glass,UNS Aquarium 5S Shallow Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,79.99,,45
uns-aquarium-5s-shallow-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5s-shallow-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5s-shallow-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5s-shallow-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-16t-tall-rimless-ultra-clear-glass,UNS Aquarium 16T Tall Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,69.99,,35
uns-aquarium-16t-tall-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-16t-tall-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-16t-tall-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-16t-tall-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass-1,UNS Aquarium 45L Long Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,94.99,,50
uns-aquarium-90l-long-rimless-ultra-clear-glass-1,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass-1,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass-1,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass-1,,,,,,,,,,,,,,,,,
uns-aquarium-60l-long-rimless-ultra-clear-glass,UNS Aquarium 60L Long Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,3,deny,manual,134.99,,80
uns-aquarium-60l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass,UNS Aquarium 90L Long Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,399.99,,250
uns-aquarium-90l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-90l-long-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-3n-standard-rimless-ultra-clear-glass,UNS Aquarium 3N Standard Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,4,deny,manual,79.99,,40
uns-aquarium-3n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-3n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-3n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-3n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-3n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5n-standard-rimless-ultra-clear-glass,UNS Aquarium 5N Standard Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,4,deny,manual,99.99,,55
uns-aquarium-5n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-5n-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-45u-standard-rimless-ultra-clear-glass,UNS Aquarium 45U Standard Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,5,deny,manual,144.99,,85
uns-aquarium-45u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-45u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-45u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-45u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-45u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60u-standard-rimless-ultra-clear-glass,UNS Aquarium 60U Standard Rimless Ultra Clear Glass,,UNS,,Aquarium,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,229.99,,140
uns-aquarium-60u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
uns-aquarium-60u-standard-rimless-ultra-clear-glass,,,,,,,,,,,,,,,,,
oase-heatup-400,OASE HeatUp 400,,Oase,,Chauffe-Eau,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,83.99,,49
oase-heatup-400,,,,,,,,,,,,,,,,,
oase-heatup-400,,,,,,,,,,,,,,,,,
oase-heatup-400,,,,,,,,,,,,,,,,,
oase-heatup-300,OASE HeatUp 300,,Oase,,Chauffe-Eau,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,75.99,,45
oase-heatup-300,,,,,,,,,,,,,,,,,
oase-heatup-300,,,,,,,,,,,,,,,,,
oase-heatup-300,,,,,,,,,,,,,,,,,
oase-heatup-200,OASE HeatUp 200,,Oase,,Chauffe-Eau,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,4,deny,manual,63.99,,37
oase-heatup-200,,,,,,,,,,,,,,,,,
oase-heatup-200,,,,,,,,,,,,,,,,,
oase-heatup-200,,,,,,,,,,,,,,,,,
oase-heatup-150,OASE HeatUp 150,,Oase,,Chauffe-Eau,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,4,deny,manual,59.99,,35
oase-heatup-150,,,,,,,,,,,,,,,,,
oase-heatup-150,,,,,,,,,,,,,,,,,
oase-heatup-150,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,OASE BioMaster Thermo 850,,Oase,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,651.99,,385
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-850,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,OASE BioMaster Thermo 600,,Oase,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,560.99,,335
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-600,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,OASE BioMaster Thermo 350,,Oase,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,1,deny,manual,447.99,,262
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-350,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,Oase BioMaster Thermo 250,,Oase,,Filtration,"Eau Douce, Eau Salée",TRUE,Title,Default Title,0,shopify,2,deny,manual,387.99,,227
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
oase-biomaster-thermo-250,,,,,,,,,,,,,,,,,
aquario-neo-bag-carbon,Aquario Neo Bag Carbon,,Aquario,,Filtration,Eau Douce,TRUE,Title,Default Title,0,shopify,7,deny,manual,15.99,,8
